Unnamed: 0,Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,year,discipline
88,7378,3:37.41,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,1,Alcalá de Henáres (ESP),07 JUL 2007,1141,2007,men_1500m
89,7378,3:37.41,Cornelius NDIWA,17 DEC 1988,KEN,2,Huelva (ESP),13 SEP 2007,1141,2007,men_1500m
90,7378,3:37.41,Shiferaw WOLA,23 FEB 1989,ETH,2,Marseille (FRA),05 JUN 2010,1141,2010,men_1500m
91,7378,3:37.41,Mohamed MOUSTAOUI,02 APR 1985,MAR,8h1,"Olympic Stadium, London (GBR)",03 AUG 2012,1141,2012,men_1500m
92,7378,3:37.41,Matt ELLIOTT,08 SEP 1985,USA,3,Lignano Sabbiadoro (ITA),16 JUL 2013,1141,2013,men_1500m
93,7378,3:37.41,Dawit WOLDE,19 MAY 1991,ETH,13,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1141,2016,men_1500m
94,7378,3:37.41,Tamás KAZI,16 MAY 1985,HUN,3,Lignano Sabbiadoro (ITA),12 JUL 2017,1141,2017,men_1500m
95,7378,3:37.41,James WEST,30 JAN 1996,GBR,7f15,"Azusa, CA (USA)",20 APR 2018,1141,2018,men_1500m
96,7378,3:37.41,Robert FARKEN,20 SEP 1997,GER,3f2,"Bungertstadion, Rehlingen (GER)",23 MAY 2021,1141,2021,men_1500m
97,7378,3:37.41,Marc TORTELL,26 DEC 1997,GER,4,"Eintracht-Stadion, Braunschweig (GER)",06 JUN 2021,1141,2021,men_1500m
98,7378,3:37.41,Johan ROGESTEDT,27 JAN 1993,SWE,6,"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",11 JUL 2021,1141,2021,men_1500m
99,7378,3:37.41,Abdellatif SADIKI,15 JAN 1999,MAR,11,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1141,2022,men_1500m
0,7378,3:37.41,Hicham AKANKAM,04 APR 1998,MAR,6f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",01 JUL 2023,1141,2023,men_1500m
1,7402,3:37.42,János ZEMEN,29 AUG 1950,HUN,2,Helsinki (FIN),11 AUG 1976,1141,1976,men_1500m
2,7402,3:37.42,John WALKER,12 JAN 1952,NZL,3,Helsinki (FIN),11 AUG 1976,1141,1976,men_1500m
3,7402,3:37.42,Herman MIGNON,21 MAR 1951,BEL,4,Helsinki (FIN),11 AUG 1976,1141,1976,men_1500m
4,7402,3:37.42,Bronisław MALINOWSKI,04 JUN 1951,POL,1,Warszawa (POL),13 AUG 1978,1141,1978,men_1500m
5,7402,3:37.42,Mark ROWLAND,07 MAR 1963,GBR,8,Rieti (ITA),31 AUG 1988,1141,1988,men_1500m
6,7402,3:37.42,Jim SPIVEY,07 MAR 1960,USA,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1141,1993,men_1500m
7,7402,3:37.42,Gennaro DI NAPOLI,05 MAR 1968,ITA,9,Rieti (ITA),05 SEP 1993,1141,1993,men_1500m
8,7402,3:37.42,Niall BRUTON,27 OCT 1971,IRL,3h1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1141,1996,men_1500m
9,7402,3:37.42,William TANUI,22 FEB 1964,KEN,5,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1141,1996,men_1500m
10,7402,3:37.42,Kevin SULLIVAN,20 MAR 1974,CAN,4h1,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1141,1997,men_1500m
11,7402,3:37.42,Kevin SULLIVAN,20 MAR 1974,CAN,9,"Stade Olympique de la Pontaise, Lausanne (SUI)",01 JUL 2003,1141,2003,men_1500m
12,7402,3:37.42,Álvaro FERNÁNDEZ CEREZO,07 APR 1981,ESP,7,Madrid (ESP),17 JUL 2004,1141,2004,men_1500m
13,7402,3:37.42,Fumikazu KOBAYASHI,21 MAR 1978,JPN,17,Heusden-Zolder (BEL),31 JUL 2004,1141,2004,men_1500m
14,7402,3:37.42,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,2,Yokohama (JPN),19 SEP 2005,1141,2005,men_1500m
15,7402,3:37.42,Mark FOUNTAIN,10 MAR 1982,AUS,5,"Crystal Palace, London (GBR)",03 AUG 2007,1141,2007,men_1500m
16,7402,3:37.42,Juan VAN DEVENTER,26 MAR 1983,RSA,4f1,Madrid (ESP),05 JUL 2008,1141,2008,men_1500m
17,7402,3:37.42,Will LEER,15 APR 1985,USA,3f1,Heusden-Zolder (BEL),16 JUL 2011,1141,2011,men_1500m
18,7402,3:37.42,Haron KEITANY,17 DEC 1983,KEN,8,"Olympiastadion, Berlin (GER)",11 SEP 2011,1141,2011,men_1500m
19,7402,3:37.42,Abdelaati IGUIDER,25 MAR 1987,MAR,f1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1141,2016,men_1500m
20,7402,3:37.42,Said ADEN,1993,QAT,10,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1141,2017,men_1500m
21,7402,3:37.42,Ben BLANKENSHIP,15 DEC 1988,USA,f2,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1141,2017,men_1500m
22,7402,3:37.42,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1f1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1141,2018,men_1500m
23,7402,3:37.42,Morgan MCDONALD,23 APR 1996,AUS,5f1,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1141,2020,men_1500m
24,7402,3:37.42,Filip INGEBRIGTSEN,20 APR 1993,NOR,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1141,2022,men_1500m
25,7402,3:37.42,Elijah Motonei MANANGOI,05 JAN 1993,KEN,3f3,"Green Point Stadium, Cape Town (RSA)",17 APR 2023,1141,2023,men_1500m
26,7402,3:37.42,Julian RANC,14 SEP 1996,FRA,6f1,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",20 MAY 2023,1141,2023,men_1500m
27,7428,3:37.43,Stefano MEI,03 FEB 1963,ITA,1,Milano (ITA),20 JUN 1986,1141,1986,men_1500m
28,7428,3:37.43,Frank O'MARA,17 JUL 1960,IRL,4,Stockholm (SWE),30 JUN 1987,1141,1987,men_1500m
29,7428,3:37.43,Steve CRAM,14 OCT 1960,GBR,1,Casablanca (MAR),11 JUN 1988,1141,1988,men_1500m
30,7428,3:37.43,Jeff ATKINSON,24 FEB 1963,USA,10,"Stade Olympique de la Pontaise, Lausanne (SUI)",27 JUN 1989,1141,1989,men_1500m
31,7428,3:37.43,Branko ZORKO,01 JUL 1967,CRO,4,Paris-St-Denis (FRA),01 JUN 1995,1141,1995,men_1500m
32,7428,3:37.43,Ali HAKIMI,24 APR 1976,TUN,3h4,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1141,1997,men_1500m
33,7428,3:37.43,Driss MAAZOUZI,15 OCT 1969,FRA,1,Kassel (GER),23 JUN 1999,1141,1999,men_1500m
34,7428,3:37.43,Michael STEMBER,30 JAN 1978,USA,1,"Palo Alto, CA (USA)",29 JUL 2000,1141,2000,men_1500m
35,7428,3:37.43,Kevin SULLIVAN,20 MAR 1974,CAN,3,"International Stadium, Gateshead (GBR)",19 AUG 2001,1141,2001,men_1500m
36,7428,3:37.43,Yassine BENSGHIR,03 JAN 1983,MAR,2,Huelva (ESP),07 JUN 2005,1141,2005,men_1500m
37,7428,3:37.43,Shadrack KORIR,14 DEC 1978,KEN,11,Zürich (SUI),18 AUG 2006,1141,2006,men_1500m
38,7428,3:37.43,Hais WELDAY,24 OCT 1989,ERI,6,Huelva (ESP),13 JUN 2008,1141,2008,men_1500m
39,7428,3:37.43,Mohamed MOUSTAOUI,02 APR 1985,MAR,7,Thessaloniki (GRE),13 SEP 2009,1141,2009,men_1500m
40,7428,3:37.43,Collins CHEBOI,25 SEP 1987,KEN,11,"Olympiastadion, Berlin (GER)",22 AUG 2010,1141,2010,men_1500m
41,7428,3:37.43,Arturo CASADO,26 JAN 1983,ESP,4,"Poljud Stadion, Split (CRO)",04 SEP 2010,1141,2010,men_1500m
42,7428,3:37.43,Manuel OLMEDO,17 MAY 1983,ESP,1f1,Huelva (ESP),02 JUN 2011,1141,2011,men_1500m
43,7428,3:37.43,Jeffrey RISELEY,11 NOV 1986,AUS,8,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,1141,2011,men_1500m
44,7428,3:37.43,Zebene ALEMAYEHU,04 SEP 1992,ETH,6f1,Rehlingen (GER),28 MAY 2012,1141,2012,men_1500m
45,7428,3:37.43,Benjamin CHERUIYOT,1980,KEN,2f1,Amiens (FRA),30 JUN 2012,1141,2012,men_1500m
46,7428,3:37.43,Bartosz NOWICKI,26 FEB 1984,POL,5f1,Heusden-Zolder (BEL),07 JUL 2012,1141,2012,men_1500m
47,7428,3:37.43,Zebene ALEMAYEHU,04 SEP 1992,ETH,3f1,Oordegem (BEL),01 JUN 2013,1141,2013,men_1500m
48,7428,3:37.43,Haftu TEKLU,21 JAN 2000,ETH,8,"FBK Stadium, Hengelo (NED)",10 JUN 2017,1141,2017,men_1500m
49,7428,3:37.43,Ben BLANKENSHIP,15 DEC 1988,USA,1,"Portland, OR (USA)",02 JUL 2017,1141,2017,men_1500m
50,7428,3:37.43,Kyle MERBER,19 NOV 1990,USA,2,"Portland, OR (USA)",02 JUL 2017,1141,2017,men_1500m
51,7428,3:37.43,Tamás KAZI,16 MAY 1985,HUN,6f2,Padova (ITA),16 JUL 2017,1141,2017,men_1500m
52,7428,3:37.43,Charlie DA'VALL GRICE,07 NOV 1993,GBR,4,Gold Coast (AUS),14 APR 2018,1141,2018,men_1500m
53,7428,3:37.43,Dillon MAGGARD,16 OCT 1995,USA,9,"Seattle, WA (USA)",15 JUN 2019,1141,2019,men_1500m
54,7428,3:37.43,Mahadi ABDI ALI,08 NOV 1995,NED,4f1,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1141,2020,men_1500m
55,7428,3:37.43,Ryan SCHOPPE,,USA,6f1,"Cougar Athletic Stadium, Azusa, CA (USA)",15 APR 2022,1141,2022,men_1500m
56,7428,3:37.43,Cameron PROCEVIAT,20 SEP 1993,CAN,9h1,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1141,2022,men_1500m
57,7428,3:37.43,Daniel KIMAIYO,10 AUG 2004,KEN,3,"Pascual Guerrero Stadium, Cali (COL)",03 AUG 2022,1141,2022,men_1500m
58,7459,3:37.44,Ray FLYNN,22 JAN 1957,IRL,5,"Stadio Olimpico, Roma (ITA)",07 SEP 1985,1141,1985,men_1500m
59,7459,3:37.44,Markus HACKSTEINER,18 NOV 1964,SUI,1,Genève (SUI),20 JUN 1987,1141,1987,men_1500m
60,7459,3:37.44,Frank O'MARA,17 JUL 1960,IRL,5,La Coruña (ESP),25 JUL 1989,1141,1989,men_1500m
61,7459,3:37.44,Marcus O'SULLIVAN,22 DEC 1961,IRL,12f1,Zürich (SUI),04 AUG 1993,1141,1993,men_1500m
62,7459,3:37.44,Eric DUBUS,28 FEB 1966,FRA,4,"Olympiastadion, Helsinki (FIN)",09 AUG 1994,1141,1994,men_1500m
63,7459,3:37.44,Benson KOECH,10 NOV 1974,KEN,2,Hechtel (BEL),01 AUG 1998,1141,1998,men_1500m
64,7459,3:37.44,Bouabdellah TAHRI,20 DEC 1978,FRA,3,Nantes (FRA),11 SEP 2002,1141,2002,men_1500m
65,7459,3:37.44,Mohamed MOUSTAOUI,02 APR 1985,MAR,4,"Stadio Zecchini, Grosseto (ITA)",15 JUL 2004,1141,2004,men_1500m
66,7459,3:37.44,Cornelius CHIRCHIR,05 JUN 1983,KEN,13f1,Jerez de la Frontera (ESP),24 JUN 2008,1141,2008,men_1500m
67,7459,3:37.44,Gideon GATHIMBA,09 MAR 1980,KEN,3,Tanger (MAR),13 JUL 2008,1141,2008,men_1500m
68,7459,3:37.44,Ismael Kipngetich KOMBICH,16 JAN 1985,KEN,3,Sotteville-lès-Rouen (FRA),02 JUL 2011,1141,2011,men_1500m
69,7459,3:37.44,Yoann KOWAL,28 MAY 1987,FRA,8sf2,"DS, Daegu (KOR)",01 SEP 2011,1141,2011,men_1500m
70,7459,3:37.44,James Kiplagat MAGUT,20 JUL 1990,KEN,1,Lignano Sabbiadoro (ITA),17 JUL 2012,1141,2012,men_1500m
71,7459,3:37.44,Eric SPEAKMAN,29 AUG 1990,NZL,5f3,Windsor (CAN),21 MAY 2016,1141,2016,men_1500m
72,7459,3:37.44,David RIBICH,27 DEC 1995,USA,10,"Seattle, WA (USA)",15 JUN 2019,1141,2019,men_1500m
73,7459,3:37.44,Amos BARTELSMEYER,25 JUL 1994,GER,1f1,"Azusa, CA (USA)",09 JUL 2019,1141,2019,men_1500m
74,7459,3:37.44,Kumari TAKI,06 MAY 1999,KEN,2,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1141,2019,men_1500m
75,7459,3:37.44,Abdelaati IGUIDER,25 MAR 1987,MAR,5h2,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1141,2019,men_1500m
76,7459,3:37.44,Elliot GILES,26 MAY 1994,GBR,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1141,2021,men_1500m
77,7459,3:37.44,Jack ANSTEY,08 APR 1997,AUS,7,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",29 JUL 2022,1141,2022,men_1500m
78,7479,3:37.45,Ulf HÖGBERG,21 JAN 1946,SWE,3,Stockholm (SWE),18 JUL 1974,1141,1974,men_1500m
79,7479,3:37.45,Rod DIXON,13 JUL 1950,NZL,2,Helsinki (FIN),26 JUN 1975,1141,1975,men_1500m
80,7479,3:37.45,Olaf BEYER,04 AUG 1957,GDR,2,Potsdam (GDR),09 JUN 1983,1141,1983,men_1500m
81,7479,3:37.45,Yobes ONDIEKI,21 FEB 1961,KEN,2,Stockholm (SWE),02 JUL 1992,1141,1992,men_1500m
82,7479,3:37.45,Abdi BILE,28 DEC 1962,SOM,4,Stockholm (SWE),05 JUL 1993,1141,1993,men_1500m
83,7479,3:37.45,Nadir BOSCH,16 MAY 1973,FRA,4h4,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1141,1997,men_1500m
84,7479,3:37.45,Bernard LAGAT,12 DEC 1974,KEN,13,Bruxelles (BEL),03 SEP 1999,1141,1999,men_1500m
85,7479,3:37.45,Marko KOERS,03 NOV 1972,NED,13,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1141,2001,men_1500m
86,7479,3:37.45,Abubaker Ali KAMAL,08 NOV 1983,QAT,4,Zürich (SUI),19 AUG 2005,1141,2005,men_1500m
87,7479,3:37.45,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,1,Zaragoza (ESP),31 MAY 2008,1141,2008,men_1500m
88,7479,3:37.45,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,Algiers (ALG),11 JUN 2009,1141,2009,men_1500m
89,7479,3:37.45,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,3,Casablanca (MAR),14 JUN 2009,1141,2009,men_1500m
90,7479,3:37.45,Peter VAN DER WESTHUIZEN,21 DEC 1984,RSA,8f1,"Los Angeles, CA (USA)",18 MAY 2012,1141,2012,men_1500m
91,7479,3:37.45,Robby ANDREWS,29 MAR 1991,USA,5,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1141,2012,men_1500m
92,7479,3:37.45,Fouad EL KAAM,27 MAY 1988,MAR,3f1,Marrakesh (MAR),20 APR 2013,1141,2013,men_1500m
93,7479,3:37.45,Dawit WOLDE,19 MAY 1991,ETH,2,"Stadion Juliska, Praha (CZE)",10 JUN 2013,1141,2013,men_1500m
94,7479,3:37.45,Dawit WOLDE,19 MAY 1991,ETH,,"Bislett Stadion, Oslo (NOR)",13 JUN 2013,1141,2013,men_1500m
95,7479,3:37.45,Sami LAFI,25 APR 1990,ALG,2,Algiers (ALG),18 JUN 2013,1141,2013,men_1500m
96,7479,3:37.45,Brahim KAAZOUZI,15 JUN 1990,MAR,1f1,Bruay-la-Buissiere (FRA),17 JUN 2016,1141,2016,men_1500m
97,7479,3:37.45,Younéss ESSALHI,20 FEB 1993,MAR,1,Sotteville-lès-Rouen (FRA),18 JUL 2016,1141,2016,men_1500m
98,7479,3:37.45,Tom MARSHALL,12 JUN 1989,GBR,11,"Olympic Stadium, London (GBR)",09 JUL 2017,1141,2017,men_1500m
99,7479,3:37.45,Simon DENISSEL,22 MAY 1990,FRA,5,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1141,2018,men_1500m
0,7479,3:37.45,Simon DENISSEL,22 MAY 1990,FRA,4,"Stadio Comunale, Bellinzona (SUI)",14 SEP 2021,1141,2021,men_1500m
1,7479,3:37.45,George BEAMISH,24 OCT 1996,NZL,9,"Alexander Stadium, Birmingham (GBR)",21 MAY 2022,1141,2022,men_1500m
2,7503,3:37.46,Rod DIXON,13 JUL 1950,NZL,3,"Olympiastadion, München (GER)",10 SEP 1972,1141,1972,men_1500m
3,7503,3:37.46,Mike SLACK,18 AUG 1951,USA,3,"Westwood, CA (USA)",11 JUN 1977,1141,1977,men_1500m
4,7503,3:37.46,José MARAJO,10 AUG 1954,FRA,7,Bruxelles (BEL),27 AUG 1982,1141,1982,men_1500m
5,7503,3:37.46,Piotr KUREK,19 MAY 1961,POL,1,Zabrze (POL),10 JUN 1983,1141,1983,men_1500m
6,7503,3:37.46,Peter WIRZ,29 JUL 1960,SUI,3,Oslo (NOR),02 JUL 1988,1141,1988,men_1500m
7,7503,3:37.46,Charles MARSALA,03 JAN 1965,USA,1f1,"Santa Monica, CA (USA)",22 MAY 1992,1141,1992,men_1500m
8,7503,3:37.46,Philemon HANNECK,12 MAY 1971,USA,9f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1141,1993,men_1500m
9,7503,3:37.46,Abdi BILE,28 DEC 1962,SOM,4,São Paulo (BRA),21 MAY 1994,1141,1994,men_1500m
10,7503,3:37.46,Richie BOULET,14 JUN 1973,USA,7,Hechtel (BEL),19 JUL 1997,1141,1997,men_1500m
11,7503,3:37.46,Luke KIPKOSGEI,27 NOV 1975,KEN,4,"Raleigh, NC (USA)",17 JUN 2000,1141,2000,men_1500m
12,7503,3:37.46,Arnoud OKKEN,20 APR 1982,NED,1,Kassel (GER),14 JUN 2002,1141,2002,men_1500m
13,7503,3:37.46,Kamal BOULAHFANE,01 JUL 1976,ALG,10,Zagreb (CRO),07 JUL 2003,1141,2003,men_1500m
14,7503,3:37.46,Mehdi BAALA,17 AUG 1978,FRA,9,"DS, Daegu (KOR)",03 SEP 2011,1141,2011,men_1500m
15,7503,3:37.46,Krzysztof ŻEBROWSKI,09 JUL 1990,POL,3f1,Bottrop (GER),19 JUL 2013,1141,2013,men_1500m
16,7503,3:37.46,John GREGOREK,07 DEC 1991,USA,3f1,"Princeton, NJ (USA)",18 JUN 2016,1141,2016,men_1500m
17,7503,3:37.46,Sam PARSONS,18 JUN 1994,GER,4f1,"Portland, OR (USA)",09 JUN 2019,1141,2019,men_1500m
18,7503,3:37.46,Jonas RAESS,08 MAR 1994,SUI,6,"Stadio Comunale, Bellinzona (SUI)",15 SEP 2020,1141,2020,men_1500m
19,7503,3:37.46,Salim KEDDAR,23 NOV 1993,ALG,4,"Stadion Radés, Radés (TUN)",17 JUN 2021,1141,2021,men_1500m
20,7503,3:37.46,Mafori Ryan MPHAHLELE,20 JUN 1998,RSA,1f3,"Green Point Stadium, Cape Town (RSA)",19 JAN 2022,1141,2022,men_1500m
21,7503,3:37.46,Nathan GREEN,10 APR 2003,USA,2sf1,"Hayward Field, Eugene, OR (USA)",08 JUN 2022,1141,2022,men_1500m
22,7503,3:37.46,Adam FOGG,27 JAN 1999,GBR,1f1,"Østerbro Stadion, København (DEN)",07 JUN 2023,1141,2023,men_1500m
23,7524,3:37.47,Anders GÄRDERUD,28 AUG 1946,SWE,4,Stockholm (SWE),18 JUL 1974,1141,1974,men_1500m
24,7524,3:37.47,Marcus O'SULLIVAN,22 DEC 1961,IRL,1,Dublin (IRL),04 AUG 1986,1141,1986,men_1500m
25,7524,3:37.47,Rémy GEOFFROY,22 MAR 1963,FRA,7sf1,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1141,1987,men_1500m
26,7524,3:37.47,Joseph CHESIRE,12 NOV 1957,KEN,6,La Coruña (ESP),25 JUL 1989,1141,1989,men_1500m
27,7524,3:37.47,Víctor ROJAS,09 DEC 1968,ESP,2,Barcelona (ESP),13 AUG 1989,1141,1989,men_1500m
28,7524,3:37.47,Abdelaziz SAHERE,18 SEP 1967,MAR,2f2,Zürich (SUI),15 AUG 1990,1141,1990,men_1500m
29,7524,3:37.47,Samir BENFARES,06 JUN 1968,FRA,3,Hechtel (BEL),31 JUL 1993,1141,1993,men_1500m
30,7524,3:37.47,Hicham EL GUERROUJ,14 SEP 1974,MAR,1sf2,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1141,1995,men_1500m
31,7524,3:37.47,Ali SAIDI-SIEF,15 MAR 1978,ALG,8,Bratislava (SVK),10 JUN 1997,1141,1997,men_1500m
32,7524,3:37.47,Adil KAOUCH,01 JAN 1979,MAR,11,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,1141,1998,men_1500m
33,7524,3:37.47,Miloud ABAOUB,23 APR 1977,ALG,6,Strasbourg (FRA),29 JUN 1999,1141,1999,men_1500m
34,7524,3:37.47,Andrea ABELLI,09 FEB 1971,ITA,14,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1141,2000,men_1500m
35,7524,3:37.47,Fouad CHOUKI,01 OCT 1978,FRA,9,Sevilla (ESP),07 JUN 2003,1141,2003,men_1500m
36,7524,3:37.47,Ivan HESHKO,19 AUG 1979,UKR,12,Zürich (SUI),15 AUG 2003,1141,2003,men_1500m
37,7524,3:37.47,Manuel DAMIAO,19 JUL 1978,POR,5,"AC Gianni Brera, Milano (ITA)",02 JUN 2004,1141,2004,men_1500m
38,7524,3:37.47,Elkanah Onkware ANGWENYI,05 FEB 1983,KEN,2,"Stadion Juliska, Praha (CZE)",27 JUN 2005,1141,2005,men_1500m
39,7524,3:37.47,Bernard Kiptanui KIPTUM,08 OCT 1986,KEN,5,"Carson, CA (USA)",21 MAY 2006,1141,2006,men_1500m
40,7524,3:37.47,Hassan MOURHIT,02 JAN 1982,BEL,7,Heusden-Zolder (BEL),28 JUL 2007,1141,2007,men_1500m
41,7524,3:37.47,Christian OBRIST,20 NOV 1980,ITA,4sf1,"National Stadium, Beijing (CHN)",17 AUG 2008,1141,2008,men_1500m
42,7524,3:37.47,Mehdi BAALA,17 AUG 1978,FRA,1sf2,"National Stadium, Beijing (CHN)",17 AUG 2008,1141,2008,men_1500m
43,7524,3:37.47,Andrew BADDELEY,20 JUN 1982,GBR,2sf2,"National Stadium, Beijing (CHN)",17 AUG 2008,1141,2008,men_1500m
44,7524,3:37.47,Imad TOUIL,11 FEB 1989,ALG,3,"Bislett Stadion, Oslo (NOR)",09 JUN 2011,1141,2011,men_1500m
45,7524,3:37.47,Henok LEGESSE,19 SEP 1988,ETH,4,"Icahn Stadium, New York, NY (USA)",11 JUN 2011,1141,2011,men_1500m
46,7524,3:37.47,Dawit WOLDE,19 MAY 1991,ETH,1,Dubai (UAE),27 APR 2012,1141,2012,men_1500m
47,7524,3:37.47,Augustine Kiprono CHOGE,21 JAN 1987,KEN,8,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1141,2012,men_1500m
48,7524,3:37.47,Marouane HABTI,15 JAN 1994,MAR,4f1,Fes (MAR),17 JUN 2012,1141,2012,men_1500m
49,7524,3:37.47,Garrett HEATH,03 NOV 1985,USA,5f2,"Los Angeles, CA (USA)",17 MAY 2013,1141,2013,men_1500m
50,7524,3:37.47,Asbel KIPROP,30 JUN 1989,KEN,f1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1141,2016,men_1500m
51,7524,3:37.47,Thomas LANCASHIRE,02 JUL 1985,GBR,7f1,Barcelona (ESP),30 JUN 2016,1141,2016,men_1500m
52,7524,3:37.47,Filip SASÍNEK,08 JAN 1996,CZE,4f1,Huelva (ESP),14 JUN 2017,1141,2017,men_1500m
53,7524,3:37.47,Hicham OULADHA,31 JAN 1995,MAR,2f1,Andújar (ESP),06 SEP 2019,1141,2019,men_1500m
54,7524,3:37.47,Samuel PRAKEL,29 OCT 1994,USA,2f1,"Christian Brothers HS, Memphis, TN (USA)",14 AUG 2021,1141,2021,men_1500m
55,7524,3:37.47,Simon DENISSEL,22 MAY 1990,FRA,5,"Stadion Wankdorf, Bern (SUI)",21 AUG 2021,1141,2021,men_1500m
56,7524,3:37.47,Louis GILAVERT,01 JAN 1998,FRA,1,Anzin (FRA),07 SEP 2022,1141,2022,men_1500m
57,7558,3:37.48,Antti LOIKKANEN,15 APR 1955,FIN,6,Bruxelles (BEL),04 SEP 1979,1141,1979,men_1500m
58,7558,3:37.48,Steve SCOTT,05 MAY 1956,USA,1,San José (USA),30 MAY 1987,1141,1987,men_1500m
59,7558,3:37.48,Hauke FUHLBRÜGGE,21 MAR 1966,GDR,1,Potsdam (GDR),08 SEP 1988,1141,1988,men_1500m
60,7558,3:37.48,Brahim EL GHAZALI,01 JAN 1968,MAR,2,Reims (FRA),03 JUL 1991,1141,1991,men_1500m
61,7558,3:37.48,José Luis BARBOSA,27 MAY 1961,BRA,9,Roma (ITA),17 JUL 1991,1141,1991,men_1500m
62,7558,3:37.48,John MAYOCK,26 OCT 1970,GBR,8,Moskva (RUS),07 JUN 1996,1141,1996,men_1500m
63,7558,3:37.48,Seneca LASSITER,12 MAR 1977,USA,5,"Raleigh, NC (USA)",17 JUN 2000,1141,2000,men_1500m
64,7558,3:37.48,Saïd CHÉBILI,06 MAY 1973,FRA,2,Amiens (FRA),25 JUL 2000,1141,2000,men_1500m
65,7558,3:37.48,Nick WILLIS,25 APR 1983,NZL,4,Poznan (POL),29 JUN 2003,1141,2003,men_1500m
66,7558,3:37.48,Augustine Kiprono CHOGE,21 JAN 1987,KEN,2,Zürich (SUI),15 AUG 2003,1141,2003,men_1500m
67,7558,3:37.48,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,1,Fribourg (SUI),15 AUG 2004,1141,2004,men_1500m
68,7558,3:37.48,Nathan BRANNEN,08 SEP 1982,CAN,12,"Crystal Palace, London (GBR)",22 JUL 2005,1141,2005,men_1500m
69,7558,3:37.48,Ali MAATAOUI,11 DEC 1980,MAR,3,"Estadio Iberoamericano, Huelva (ESP)",20 JUN 2006,1141,2006,men_1500m
70,7558,3:37.48,Leonel MANZANO,12 SEP 1984,USA,2,"Sacramento, CA (USA)",09 JUN 2007,1141,2007,men_1500m
71,7558,3:37.48,Craig MILLER,03 AUG 1987,USA,6f1,"Palo Alto, CA (USA)",29 APR 2012,1141,2012,men_1500m
72,7558,3:37.48,Sam MCENTEE,03 FEB 1992,AUS,3f1,"Swarthmore, PA (USA)",17 MAY 2017,1141,2017,men_1500m
73,7558,3:37.48,Evans KIPCHUMBA,06 NOV 1994,KEN,1,Copenhagen (DEN),18 JUN 2019,1141,2019,men_1500m
74,7558,3:37.48,Bethwell BIRGEN,06 AUG 1988,KEN,10,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1141,2019,men_1500m
75,7558,3:37.48,Elliot GILES,26 MAY 1994,GBR,8,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1141,2022,men_1500m
76,7577,3:37.49,Wilson WAIGWA,15 FEB 1949,KEN,5,Edmonton (CAN),12 AUG 1978,1140,1978,men_1500m
77,7577,3:37.49,Joseph MURAYA,25 DEC 1957,KEN,5,München (GER),26 JUL 1983,1140,1983,men_1500m
