Unnamed: 0,Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,year,discipline
66,16861,23.37,0.9,Irina SHEPETYUK,13 FEB 1982,UKR,2h2,Praha (CZE),26 MAY 2006,1097,2006,women_200m
67,16861,23.37,0.1,Shareese WOODS,20 FEB 1985,USA,1h5,"Greensboro, NC (USA)",26 MAY 2006,1097,2006,women_200m
68,16861,23.37,,Jeneba TARMOH,27 SEP 1989,USA,1h1,"Norwalk, CA (USA)",02 JUN 2006,1097,2006,women_200m
69,16861,23.37,0.7,Abiodun OYEPITAN,30 DEC 1979,GBR,5,"International Stadium, Gateshead (GBR)",11 JUN 2006,1097,2006,women_200m
70,16861,23.37,0.5,Yelena BOLSUN,25 JUN 1982,RUS,4sf1,Tula (RUS),13 JUN 2006,1097,2006,women_200m
71,16861,23.37,1.5,Natalya NAZAROVA,26 MAY 1979,RUS,1sf3,Tula (RUS),13 JUN 2006,1097,2006,women_200m
72,16861,23.37,,Halyna TONKOVIT,07 JUN 1985,UKR,2,Kyiv (UKR),15 JUN 2006,1097,2006,women_200m
73,16861,23.37,0.2,Porscha LUCAS,18 JUN 1988,USA,1h4,"Indianapolis, IN (USA)",23 JUN 2006,1097,2006,women_200m
74,16861,23.37,0.2,Jade BAILEY,10 JUN 1983,BAR,1,Bridgetown (BAR),25 JUN 2006,1097,2006,women_200m
75,16861,23.37,-1.0,Joice MADUAKA,30 SEP 1973,GBR,1h2,Manchester (GBR),16 JUL 2006,1103,2006,women_200m
76,16861,23.37,-0.2,Sylviane FÉLIX,31 OCT 1977,FRA,1f2,Madrid (ESP),17 JUL 2006,1098,2006,women_200m
77,16861,23.37,0.4,Anja POLLMÄCHER,29 JUL 1985,GER,4,Nürnberg (GER),30 JUL 2006,1097,2006,women_200m
78,16861,23.37,1.0,Tracy-Ann ROWE,17 SEP 1985,JAM,5,"Auburn, AL (USA)",21 APR 2007,1097,2007,women_200m
79,16861,23.37,0.4,Carla GRACE,06 JUN 1986,USA,6,"Lincoln, NE (USA)",13 MAY 2007,1097,2007,women_200m
80,16861,23.37,-0.7,Jade BAILEY,10 JUN 1983,BAR,1,Biberach (GER),16 JUN 2007,1101,2007,women_200m
81,16861,23.37,-0.2,Yelena NOVIKOVA,27 OCT 1985,RUS,3sf2,"Gyulai István Atlétika Stadion, Debrecen (HUN)",14 JUL 2007,1098,2007,women_200m
82,16861,23.37,-0.2,Hayley MILLS-JONES,14 SEP 1990,GBR,1,"FBK Stadium, Hengelo (NED)",21 JUL 2007,1098,2007,women_200m
83,16861,23.37,0.1,Aymeé MARTÍNEZ,17 NOV 1988,CUB,5sf1,Rio de Janeiro (BRA),25 JUL 2007,1097,2007,women_200m
84,16861,23.37,,Ashlee KIDD,26 JUL 1985,USA,3f1,"Auburn, AL (USA)",05 APR 2008,1097,2008,women_200m
85,16861,23.37,0.6,Mechelle LEWIS,20 SEP 1980,USA,f1,"Chapel Hill, NC (USA)",09 MAY 2008,1097,2008,women_200m
86,16861,23.37,0.1,Jolanda DIEGO,28 JUL 1986,USA,1h2,"Tempe, AZ (USA)",16 MAY 2008,1097,2008,women_200m
87,16861,23.37,-1.0,Jeanette KWAKYE,20 MAR 1983,GBR,1,Loughborough (GBR),18 MAY 2008,1103,2008,women_200m
88,16861,23.37,-0.4,Shana COX,22 JAN 1985,USA,1h3,"Tallahassee, FL (USA)",30 MAY 2008,1099,2008,women_200m
89,16861,23.37,0.2,Trisha-Ann HAWTHORNE,08 NOV 1989,JAM,1h4,"Tallahassee, FL (USA)",30 MAY 2008,1097,2008,women_200m
90,16861,23.37,1.4,Charonda WILLIAMS,27 MAR 1987,USA,4h1,"Eugene, OR (USA)",04 JUL 2008,1097,2008,women_200m
91,16861,23.37,0.0,Leslie COLE,16 FEB 1987,USA,5h2,"Eugene, OR (USA)",04 JUL 2008,1097,2008,women_200m
92,16861,23.37,-0.1,Charonda WILLIAMS,27 MAR 1987,USA,7sf1,"Eugene, OR (USA)",05 JUL 2008,1097,2008,women_200m
93,16861,23.37,1.2,Marta JESCHKE,02 JUN 1986,POL,1h1,Szczecin (POL),05 JUL 2008,1097,2008,women_200m
94,16861,23.37,0.4,Moushaumi ROBINSON,13 APR 1981,USA,6f1,Barcelona (ESP),19 JUL 2008,1097,2008,women_200m
95,16861,23.37,0.0,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,7qf1,"National Stadium, Beijing (CHN)",19 AUG 2008,1097,2008,women_200m
96,16861,23.37,0.1,Yuliya GUSHCHINA,04 MAR 1983,RUS,7,"Gottlieb-Daimler Stadion, Stuttgart (GER)",13 SEP 2008,1097,2008,women_200m
97,16861,23.37,0.0,Charonda WILLIAMS,27 MAR 1987,USA,1,"Tempe, AZ (USA)",02 MAY 2009,1097,2009,women_200m
98,16861,23.37,1.2,Lynne LAYNE,01 APR 1988,USA,1h1,"Gainesville, FL (USA)",15 MAY 2009,1097,2009,women_200m
99,16861,23.37,-0.3,Scottesha MILLER,14 JAN 1988,USA,2h1,"Fayetteville, AR (USA)",11 JUN 2009,1098,2009,women_200m
0,16861,23.37,1.8,Dominique' MALOY,18 APR 1989,USA,2h4,"Fayetteville, AR (USA)",11 JUN 2009,1097,2009,women_200m
1,16861,23.37,-0.2,Natalie KNIGHT,24 OCT 1986,USA,4f2,"Orlando, FL (USA)",13 JUN 2009,1098,2009,women_200m
2,16861,23.37,0.7,Muriel HURTIS,25 MAR 1979,FRA,2,Villeneuve d'Ascq (FRA),30 JUN 2009,1097,2009,women_200m
3,16861,23.37,1.1,Muriel HURTIS,25 MAR 1979,FRA,2sf1,Angers (FRA),24 JUL 2009,1097,2009,women_200m
4,16861,23.37,-0.5,Yelena BOLSUN,25 JUN 1982,RUS,1h8,Cheboksary (RUS),25 JUL 2009,1100,2009,women_200m
5,16861,23.37,1.1,Yelena NEVMERZHITSKAYA,27 JUL 1980,BLR,1,Brest (BLR),22 MAY 2010,1097,2010,women_200m
6,16861,23.37,1.0,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,7,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1097,2010,women_200m
7,16861,23.37,1.4,Emily FREEMAN,24 NOV 1980,GBR,6,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1097,2010,women_200m
8,16861,23.37,0.4,Jamile SAMUEL,24 APR 1992,NED,3f2,"Puskás Ferenc Stadion, Budapest (HUN)",20 JUN 2010,1097,2010,women_200m
9,16861,23.37,-1.3,Yelena CHERNYAYEVA,19 SEP 1988,RUS,1,Cheboksary (RUS),03 JUL 2010,1104,2010,women_200m
10,16861,23.37,1.6,Nelly BANCO,17 FEB 1986,FRA,1sf1,Valence (FRA),10 JUL 2010,1097,2010,women_200m
11,16861,23.37,-0.1,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,3,Lignano Sabbiadoro (ITA),18 JUL 2010,1097,2010,women_200m
12,16861,23.37,-0.9,Carol RODRÍGUEZ,16 DEC 1985,PUR,2,Mayagüez (PUR),27 JUL 2010,1102,2010,women_200m
13,16861,23.37,0.5,Yelizaveta BRYZGINA,28 NOV 1989,UKR,6,"Crystal Palace, London (GBR)",13 AUG 2010,1097,2010,women_200m
14,16861,23.37,-0.6,Yelizaveta BRYZGINA,28 NOV 1989,UKR,2,"Poljud Stadion, Split (CRO)",05 SEP 2010,1100,2010,women_200m
15,16861,23.37,0.1,Chantel MALONE,02 DEC 1991,IVB,2f1,"Houston, TX (USA)",26 MAR 2011,1097,2011,women_200m
16,16861,23.37,0.2,Nelly BANCO,17 FEB 1986,FRA,1f1,Forbach (FRA),29 MAY 2011,1097,2011,women_200m
17,16861,23.37,1.7,Natalie KNIGHT,24 OCT 1986,USA,6h2,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1097,2011,women_200m
18,16861,23.37,-0.4,Myriam SOUMARÉ,29 OCT 1986,FRA,8,"Stade Louis II, Monaco (MON)",22 JUL 2011,1099,2011,women_200m
19,16861,23.37,0.2,Keshia KIRTZ,30 JAN 1988,USA,1f1,St-Martin (FRA),05 MAY 2012,1097,2012,women_200m
20,16861,23.37,0.7,Lekeisha LAWSON,03 JUN 1987,USA,2f1,"Los Angeles, CA (USA)",12 MAY 2012,1097,2012,women_200m
21,16861,23.37,0.5,Hanna MARIEN,16 MAY 1982,BEL,3,Bruxelles (BEL),17 JUN 2012,1097,2012,women_200m
22,16861,23.37,,Alphonsus Peace UKO,26 DEC 1995,NGR,1h2,Calabar (NGR),22 JUN 2012,1097,2012,women_200m
23,16861,23.37,-0.7,Yongli WEI,11 OCT 1991,CHN,1,Fuzhou (CHN),24 JUN 2012,1101,2012,women_200m
24,16861,23.37,0.0,Yekaterina SMIRNOVA,08 SEP 1988,RUS,4h2,"Olympiastadion, Helsinki (FIN)",29 JUN 2012,1097,2012,women_200m
25,16861,23.37,1.3,Muna LEE,30 OCT 1981,USA,3,Heusden-Zolder (BEL),07 JUL 2012,1097,2012,women_200m
26,16861,23.37,-1.1,Gloria HOOPER,03 MAR 1992,ITA,2,Bressanone (ITA),08 JUL 2012,1103,2012,women_200m
27,16861,23.37,1.1,Yongli WEI,11 OCT 1991,CHN,1,Kunshan (CHN),24 SEP 2012,1097,2012,women_200m
28,16861,23.37,-2.4,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,1,Kingston (JAM),23 MAR 2013,1111,2013,women_200m
29,16861,23.37,-0.3,Kai SELVON,13 APR 1992,TTO,2f1,"Auburn, AL (USA)",06 APR 2013,1098,2013,women_200m
30,16861,23.37,1.0,Georganne MOLINE,06 MAR 1990,USA,1f3,"Walnut, CA (USA)",19 APR 2013,1097,2013,women_200m
31,16861,23.37,0.1,Karene KING,24 OCT 1987,IVB,2,"Walnut, CA (USA)",20 APR 2013,1097,2013,women_200m
32,16861,23.37,0.3,Tahesia HARRIGAN-SCOTT,15 FEB 1982,IVB,4f2,"Gainesville, FL (USA)",20 APR 2013,1097,2013,women_200m
33,16861,23.37,-1.9,Shareese WOODS,20 FEB 1985,USA,2f1,St-Martin (FRA),11 MAY 2013,1108,2013,women_200m
34,16861,23.37,-0.5,Mahagony JONES,20 DEC 1990,USA,2,"Columbus, OH (USA)",12 MAY 2013,1100,2013,women_200m
35,16861,23.37,-0.6,Olga SAFRONOVA,05 NOV 1991,KAZ,1h,Almaty (KAZ),16 MAY 2013,1100,2013,women_200m
36,16861,23.37,-0.6,Olga SAFRONOVA,05 NOV 1991,KAZ,1h1,Almaty (KAZ),16 MAY 2013,1100,2013,women_200m
37,16861,23.37,-0.3,Porscha LUCAS,18 JUN 1988,USA,3,"Atlanta, GA (USA)",17 MAY 2013,1098,2013,women_200m
38,16861,23.37,0.9,Kai SELVON,13 APR 1992,TTO,1h5,"Greensboro, NC (USA)",24 MAY 2013,1097,2013,women_200m
39,16861,23.37,-1.3,Tiffany TOWNSEND,14 JUN 1989,USA,7,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1104,2013,women_200m
40,16861,23.37,-0.9,Yelizaveta DEMIROVA,14 AUG 1987,RUS,2,Sochi (RUS),26 MAY 2013,1102,2013,women_200m
41,16861,23.37,0.5,Bianca WILLIAMS,18 DEC 1993,GBR,2,Bedford (GBR),16 JUN 2013,1097,2013,women_200m
42,16861,23.37,0.0,Ky WESTBROOK,25 FEB 1996,USA,1,"Edwardsville, IL (USA)",26 JUN 2013,1097,2013,women_200m
43,16861,23.37,1.1,Irene EKELUND,08 MAR 1997,SWE,1h1,Göteborg (SWE),30 JUN 2013,1097,2013,women_200m
44,16861,23.37,-0.5,Inna WEIT,05 AUG 1988,GER,1h1,Ulm (GER),07 JUL 2013,1100,2013,women_200m
45,16861,23.37,1.9,Olivia BORLÉE,10 APR 1986,BEL,2,Heusden-Zolder (BEL),13 JUL 2013,1097,2013,women_200m
46,16861,23.37,-0.6,Muna LEE,30 OCT 1981,USA,2f1,Mölndal (SWE),03 AUG 2013,1100,2013,women_200m
47,16861,23.37,0.0,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,2ce5,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,1097,2013,women_200m
48,16861,23.37,0.4,Ella NELSON,10 MAY 1994,AUS,1f1,Sydney (AUS),01 FEB 2014,1097,2014,women_200m
49,16861,23.37,-2.8,Keilah TYSON,06 NOV 1992,USA,1f5,"Gainesville, FL (USA)",04 APR 2014,1113,2014,women_200m
50,16861,23.37,1.5,Marie VEALE,17 NOV 1994,USA,1f1,"Fresno, CA (USA)",26 APR 2014,1097,2014,women_200m
51,16861,23.37,1.8,Melissa BREEN,17 SEP 1990,AUS,2f1,Fukuroi (JPN),03 MAY 2014,1097,2014,women_200m
52,16861,23.37,0.0,English GARDNER,22 APR 1992,USA,7,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1097,2014,women_200m
53,16861,23.37,0.9,Ahtyana JOHNSON,09 FEB 1993,USA,2h4,"Jacksonville, FL (USA)",30 MAY 2014,1097,2014,women_200m
54,16861,23.37,0.9,Christy UDOH,30 SEP 1991,NGR,6sf1,"Fayetteville, AR (USA)",31 MAY 2014,1097,2014,women_200m
55,16861,23.37,1.2,Farah JACQUES,08 FEB 1990,CAN,3f3,Ottawa (CAN),31 MAY 2014,1097,2014,women_200m
56,16861,23.37,0.2,Kelly PROPER,01 MAY 1988,IRL,1f1,Oordegem (BEL),05 JUL 2014,1097,2014,women_200m
57,16861,23.37,0.6,Esther CREMER,29 MAR 1988,GER,3f2,Rhede (GER),11 JUL 2014,1097,2014,women_200m
58,16861,23.37,0.1,Kelly PROPER,01 MAY 1988,IRL,4h5,"Letzigrund, Zürich (SUI)",14 AUG 2014,1097,2014,women_200m
59,16861,23.37,0.3,Yekaterina VYSOTSKAYA,10 AUG 1987,RUS,7sf1,"Letzigrund, Zürich (SUI)",14 AUG 2014,1097,2014,women_200m
60,16861,23.37,0.3,Maria BELIMPASAKI,19 JUN 1991,GRE,6sf3,"Letzigrund, Zürich (SUI)",14 AUG 2014,1097,2014,women_200m
61,16861,23.37,0.5,Shimayra WILLIAMS,02 DEC 1995,JAM,4f1,Kingston (JAM),14 MAR 2015,1097,2015,women_200m
62,16861,23.37,0.9,Deanna HILL,13 APR 1996,USA,2f1,"Los Angeles, CA (USA)",21 MAR 2015,1097,2015,women_200m
63,16861,23.37,-0.7,Kala FUNDERBURK,14 SEP 1992,USA,1f2,"Tallahassee, FL (USA)",28 MAR 2015,1101,2015,women_200m
64,16861,23.37,0.8,Marie VEALE,17 NOV 1994,USA,2f1,"Fresno, CA (USA)",25 APR 2015,1097,2015,women_200m
65,16861,23.37,0.5,Cambrya JONES,20 SEP 1990,USA,1,Ponce (PUR),23 MAY 2015,1097,2015,women_200m
66,16861,23.37,1.4,Natasha MORRISON,17 NOV 1992,JAM,1f2,Kingston (JAM),23 MAY 2015,1097,2015,women_200m
67,16861,23.37,0.7,Symone MASON,31 AUG 1999,USA,2,"Orlando, FL (USA)",23 MAY 2015,1097,2015,women_200m
68,16861,23.37,1.8,Yelena BOLSUN,25 JUN 1982,RUS,4,Sochi (RUS),29 MAY 2015,1097,2015,women_200m
69,16861,23.37,0.5,Katie WISE,15 OCT 1993,USA,4qf3,"Jacksonville, FL (USA)",30 MAY 2015,1097,2015,women_200m
70,16861,23.37,0.1,Inna WEIT,05 AUG 1988,GER,1f2,Mannheim (GER),28 JUN 2015,1097,2015,women_200m
71,16861,23.37,-0.3,Ella NELSON,10 MAY 1994,AUS,3f2,Velenje (SLO),01 JUL 2015,1098,2015,women_200m
72,16861,23.37,-0.7,A'Keyla MITCHELL,25 OCT 1995,USA,1sf3,"Main Stadium, Gwangju (KOR)",10 JUL 2015,1101,2015,women_200m
73,16861,23.37,0.0,Vanusa Henrique DOS SANTOS,22 JAN 1990,BRA,1,Sao Bernardo do Campo (BRA),11 JUL 2015,1097,2015,women_200m
74,16861,23.37,2.0,Margaret ADEOYE,22 APR 1985,GBR,1f1,Birmingham (GBR),12 JUL 2015,1097,2015,women_200m
75,16861,23.37,0.2,Inna WEIT,05 AUG 1988,GER,2f1,Mannheim (GER),15 JUL 2015,1097,2015,women_200m
76,16861,23.37,-0.9,Maja MIHALINEC,17 DEC 1989,SLO,2,Nova Gorica (SLO),26 JUL 2015,1102,2015,women_200m
77,16861,23.37,0.0,Hrystyna STUY,03 FEB 1988,UKR,1h4,Kirovograd (UKR),31 JUL 2015,1097,2015,women_200m
78,16861,23.37,-0.1,Semoy HACKETT,27 NOV 1988,TTO,3,"Atlanta, GA (USA)",01 AUG 2015,1097,2015,women_200m
79,16861,23.37,-1.1,Lawretta OZOH,05 SEP 1990,NGR,3,Brazzaville (CGO),17 SEP 2015,1103,2015,women_200m
80,16861,23.37,0.6,Brenessa THOMPSON,22 JUL 1996,GUY,1f2,"Tempe, AZ (USA)",19 MAR 2016,1097,2016,women_200m
81,16861,23.37,0.1,TyNia GAITHER,16 MAR 1993,BAH,3f1,"Los Angeles, CA (USA)",26 MAR 2016,1097,2016,women_200m
82,16861,23.37,0.6,Lauren Rain WILLIAMS,25 JUL 1999,USA,1,"Arcadia, CA (USA)",09 APR 2016,1097,2016,women_200m
83,16861,23.37,1.6,Diamond GAUSE,04 APR 1994,USA,2h1,"Jacksonville, FL (USA)",27 MAY 2016,1097,2016,women_200m
84,16861,23.37,1.0,Carolin SCHÄFER,05 DEC 1991,GER,1ce6,"Mösle-Stadium, Götzis (AUT)",28 MAY 2016,1097,2016,women_200m
85,16861,23.37,0.9,Ornella LIVINGSTONE,19 MAY 1991,JAM,3,"Bradenton, FL (USA)",28 MAY 2016,1097,2016,women_200m
86,16861,23.37,1.2,Gloria ASUMNU,22 MAY 1985,NGR,3f1,"Norwalk, CA (USA)",04 JUN 2016,1097,2016,women_200m
87,16861,23.37,-0.1,Maroussia PARÉ,18 JUL 1996,FRA,4f1,Genève (SUI),11 JUN 2016,1097,2016,women_200m
88,16861,23.37,-1.4,Jodie WILLIAMS,28 SEP 1993,GBR,5f1,Luzern (SUI),14 JUN 2016,1105,2016,women_200m
89,16861,23.37,2.0,Justine PALFRAMAN,04 NOV 1993,RSA,1sf3,Durban (RSA),22 JUN 2016,1097,2016,women_200m
90,16861,23.37,1.1,Yelizaveta BRYZGINA,28 NOV 1989,UKR,3h2,"Olympisch Stadion, Amsterdam (NED)",06 JUL 2016,1097,2016,women_200m
91,16861,23.37,-0.3,Felicia BROWN,27 OCT 1993,USA,5h2,"Hayward Field, Eugene, OR (USA)",08 JUL 2016,1098,2016,women_200m
92,16861,23.37,1.6,Ka'Tia SEYMOUR,03 OCT 1997,USA,3,"Jacksonville, FL (USA)",18 MAR 2017,1097,2017,women_200m
93,16861,23.37,1.6,Rosey EFFIONG,08 MAY 2001,USA,1h2,"Arlington, TX (USA)",28 APR 2017,1097,2017,women_200m
94,16861,23.37,-0.4,Brittany BROWN,18 APR 1995,USA,1h2,"University Park, PA (USA)",12 MAY 2017,1099,2017,women_200m
95,16861,23.37,0.6,Diamond SPAULDING,29 SEP 1996,USA,8,"Columbia, SC (USA)",13 MAY 2017,1097,2017,women_200m
96,16861,23.37,1.4,Lenysse DYER,06 MAR 1997,USA,5h1,"Lexington, KY (USA)",26 MAY 2017,1097,2017,women_200m
97,16861,23.37,-0.5,Barbora PROCHÁZKOVÁ,13 DEC 1991,CZE,1f1,Budapest (HUN),03 JUN 2017,1100,2017,women_200m
98,16861,23.37,1.3,Amandine BROSSIER,15 AUG 1995,FRA,1f3,Genève (SUI),10 JUN 2017,1097,2017,women_200m
99,16861,23.37,-1.0,Jennifer PADILLA GONZALEZ,01 JAN 1990,COL,1,Medellín (COL),11 JUN 2017,1103,2017,women_200m
0,16861,23.37,0.4,Ama PIPI,26 NOV 1995,GBR,2h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",14 JUL 2017,1097,2017,women_200m
1,16861,23.37,-0.3,Ellen SPRUNGER,05 AUG 1986,SUI,4,Zürich (SUI),22 JUL 2017,1098,2017,women_200m
2,16861,23.37,1.4,Sarah ATCHO,01 JUN 1995,SUI,2,"Letzigrund, Zürich (SUI)",24 AUG 2017,1097,2017,women_200m
3,16861,23.37,-1.4,Crystal EMMANUEL,27 NOV 1991,CAN,2,Brisbane (AUS),22 MAR 2018,1105,2018,women_200m
4,16861,23.37,1.3,Michae HARRIOTT,06 JAN 2000,JAM,2,Kingston (JAM),24 MAR 2018,1097,2018,women_200m
5,16861,23.37,-1.2,Anna COCKRELL,28 AUG 1997,USA,2f1,"Los Angeles, CA (USA)",24 MAR 2018,1104,2018,women_200m
6,16861,23.37,-0.9,Semoy HACKETT,27 NOV 1988,TTO,3h1,Gold Coast (AUS),10 APR 2018,1102,2018,women_200m
7,16861,23.37,2.0,Margaret Vanessa BARRIE,29 MAY 1996,SLE,1f3,"Knoxville, TN (USA)",13 APR 2018,1097,2018,women_200m
8,16861,23.37,1.6,Kiana HORTON,29 JAN 1997,USA,6f6,"Fayetteville, AR (USA)",27 APR 2018,1097,2018,women_200m
9,16861,23.37,0.1,Isidora JIMÉNEZ,10 AUG 1993,CHI,2f1,Medellín (COL),28 APR 2018,1097,2018,women_200m
10,16861,23.37,1.1,Michelle-Lee AHYE,10 APR 1992,TTO,2f1,"Houston, TX (USA)",04 MAY 2018,1097,2018,women_200m
11,16861,23.37,-0.7,Jessica BEARD,08 JAN 1989,USA,1,Hamilton (BER),11 MAY 2018,1101,2018,women_200m
12,16861,23.37,1.9,Abby STEINER,24 NOV 1999,USA,1h1,"Pickerington, OH (USA)",23 MAY 2018,1097,2018,women_200m
13,16861,23.37,0.9,Kethlin CAMPBELL,29 APR 1999,USA,5h1,"Tampa, FL (USA)",25 MAY 2018,1097,2018,women_200m
14,16861,23.37,0.9,Viktoriya ZYABKINA,04 SEP 1992,KAZ,2,Riga (LAT),29 MAY 2018,1097,2018,women_200m
15,16861,23.37,0.9,Asaine HALL,29 MAR 1995,JAM,3,Riga (LAT),29 MAY 2018,1097,2018,women_200m
16,16861,23.37,-1.2,Lingwei KONG,28 JUL 1995,CHN,1,Guiyang (CHN),17 JUN 2018,1104,2018,women_200m
17,16861,23.37,1.9,Maria Benedicta CHIGBOLU,27 JUL 1989,ITA,1f1,Modena (ITA),24 JUN 2018,1097,2018,women_200m
18,16861,23.37,1.6,Zakiya DENOON,23 NOV 1995,TTO,1h2,Port-of-Spain (TTO),24 JUN 2018,1097,2018,women_200m
19,16861,23.37,0.1,Anastasiya SOKOLOVA,20 MAY 1994,RUS,1,Zhukovskiy (RUS),12 JUL 2018,1097,2018,women_200m
20,16861,23.37,0.0,Kaylin WHITNEY,09 MAR 1998,USA,7f1,Cork (IRL),16 JUL 2018,1097,2018,women_200m
21,16861,23.37,-0.2,TyNia GAITHER,16 MAR 1993,BAH,4h1,Toronto (CAN),10 AUG 2018,1098,2018,women_200m
22,16861,23.37,-0.1,Dutee CHAND,03 FEB 1996,IND,1h4,Jakarta (INA),28 AUG 2018,1097,2018,women_200m
23,16861,23.37,2.0,Kethlin CAMPBELL,29 APR 1999,USA,1f5,"Fayetteville, AR (USA)",23 MAR 2019,1097,2019,women_200m
24,16861,23.37,1.7,Tamari DAVIS,15 FEB 2003,USA,1f1,"Jacksonville, FL (USA)",05 APR 2019,1097,2019,women_200m
25,16861,23.37,0.1,Dezerea BRYANT,27 APR 1993,USA,4,St. George's (GRN),13 APR 2019,1097,2019,women_200m
26,16861,23.37,-0.5,Jodie WILLIAMS,28 SEP 1993,GBR,6f2,"Torrance, CA (USA)",20 APR 2019,1100,2019,women_200m
27,16861,23.37,1.3,Tramesha HARDY,24 MAR 1996,USA,4f1,"Baton Rouge, LA (USA)",20 APR 2019,1097,2019,women_200m
28,16861,23.37,1.0,Ashlan BEST,11 FEB 1999,CAN,5qf2,"Sacramento, CA (USA)",25 MAY 2019,1097,2019,women_200m
29,16861,23.37,0.8,Andrea PURICA,21 NOV 1995,VEN,2,Lima (PER),26 MAY 2019,1097,2019,women_200m
30,16861,23.37,1.3,Ashlan BEST,11 FEB 1999,CAN,1,Toronto (CAN),14 JUL 2019,1097,2019,women_200m
31,16861,23.37,1.4,Polina MILLER,09 JUN 2000,ANA,1,Cheboksary (RUS),03 AUG 2019,1097,2019,women_200m
32,16861,23.37,-2.5,Maroussia PARÉ,18 JUL 1996,FRA,2,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",15 AUG 2019,1112,2019,women_200m
33,16861,23.37,0.4,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,7sf2,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,1097,2019,women_200m
34,16861,23.37,0.0,Maja MIHALINEC,17 DEC 1989,SLO,1sf1,"Five Rings Sports Center, Wuhan (CHN)",23 OCT 2019,1097,2019,women_200m
35,16861,23.37,1.5,Brandy HALL,04 SEP 2002,JAM,2,"National Stadium, Kingston (JAM)",08 MAR 2020,1097,2020,women_200m
36,16861,23.37,0.2,Elvira HERMAN,09 JAN 1997,BLR,1,"Regional Sport Complex, Brest (BLR)",17 JUL 2020,1097,2020,women_200m
37,16861,23.37,0.7,Irene SIRAGUSA,23 JUN 1993,ITA,3f1,"Mestský Stadion Sletište, Kladno (CZE)",16 SEP 2020,1097,2020,women_200m
38,16861,23.37,0.3,Justine PALFRAMAN,04 NOV 1993,RSA,1,"UJ Stadium, Johannesburg (RSA)",15 MAY 2021,1097,2021,women_200m
39,16861,23.37,0.2,Moa HJELMER,19 JUN 1990,SWE,1,"Olympiastadion, Stockholm (SWE)",22 MAY 2021,1097,2021,women_200m
40,16861,23.37,1.1,Thelma DAVIES,08 MAY 2000,USA,2pr5,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 MAY 2021,1097,2021,women_200m
41,16861,23.37,0.6,Wided ATATOU,15 JUL 1999,FRA,5,"Stadion Śląski, Chorzów (POL)",30 MAY 2021,1097,2021,women_200m
42,16861,23.37,-0.5,Kennedy BLACKMON,02 OCT 1999,USA,7sf3,"Hayward Field, Eugene, OR (USA)",10 JUN 2021,1100,2021,women_200m
43,16861,23.37,-2.1,Cecilia TAMAYO-GARZA,04 MAR 1997,MEX,1,"Estadio Olímpico de Querétaro, Queretaro (MEX)",12 JUN 2021,1109,2021,women_200m
44,16861,23.37,-0.7,Ashleigh NELSON,20 FEB 1991,GBR,2h1,"Sportcity Regional Arena, Manchester (GBR)",27 JUN 2021,1101,2021,women_200m
45,16861,23.37,-0.7,Gémima JOSEPH,17 OCT 2001,FRA,2,"Stade Josette et Roger Mikulak, Angers (FRA)",27 JUN 2021,1101,2021,women_200m
46,16861,23.37,-1.3,Eleonora RICCI,21 JAN 2001,ITA,3sf1,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1104,2021,women_200m
47,16861,23.37,-1.6,Micha POWELL,12 JAN 1995,CAN,1,"Track and Field Centre Outdoor Track, Toronto (CAN)",01 AUG 2021,1106,2021,women_200m
48,16861,23.37,0.3,Shashalee FORBES,10 MAY 1996,JAM,4,"Sports Park Mladost, Zagreb (CRO)",14 SEP 2021,1097,2021,women_200m
49,16861,23.37,-0.5,Ella CONNOLLY,13 JUL 2000,AUS,1f1,"SOPAC, Sydney (AUS)",02 APR 2022,1100,2022,women_200m
50,16861,23.37,0.4,Maximila IMALI,08 FEB 1996,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",27 APR 2022,1097,2022,women_200m
51,16861,23.37,0.7,Iaunia POINTER,2002,USA,1h3,"Drake Stadium, Des Moines, IA (USA)",13 MAY 2022,1097,2022,women_200m
52,16861,23.37,1.8,Kiah DUBARRY-GAY,15 NOV 2001,GBR,3h2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",14 MAY 2022,1097,2022,women_200m
